6.800576579215162898e-01,-3.613480160329981539e-01,-5.361070136503809369e-01,4.887913168727590213e-02,-1.633099356033729244e-01
6.160915705815324106e-01,-4.709820894649544565e-01,-5.603977628469984928e-01,-3.344978183326131199e-02,-1.452863938971793445e-01
6.844557283494639988e-01,-4.146592161786784581e-01,-5.675764561681695408e-01,-1.770546900013923453e-01,-5.017966643732907350e-02
6.270564638351594500e-01,-4.222276861283671412e-01,-4.667211760362781070e-01,8.519774249348303907e-02,-1.974245834920478337e-01
5.969429285816361119e-01,-4.756526948528011500e-01,-6.421922189102984291e-01,-5.941392236718156389e-02,-8.785832831403372900e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.237910197798967271e-01,-5.358105481750065069e-01,-5.546755971723806855e-01,-5.492673025066573816e-02,-1.042211008342610601e-01
6.096606710976089083e-01,-5.050315230030922864e-01,-5.516578947711798797e-01,1.797674057469472453e-01,-1.242939596272985003e-01
9.595061663600286117e-01,-3.864134721117140625e-01,-4.560179310528237884e-01,-1.151353770895856832e-01,1.877460560628962938e-01
-2.737417853681732849e-01,5.522507320784945106e-01,-5.653737389877131481e-01,1.954714284943740998e-01,-1.141893052588254243e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.449108329708563403e-01,-3.465163429223883651e-01,-4.983255386693603572e-01,-3.287116479970111915e-02,-1.446510479118017223e-01
4.849323662099124244e-01,-3.415036659181531764e-01,-8.098613430115142453e-01,5.803598672002184822e-01,1.830389597860653250e-01
5.840197918268618116e-01,-5.201344804861134374e-01,-5.649578908478692929e-01,-6.971923246131184193e-02,-1.678089200014696303e-01
6.662760898870772053e-01,-2.127534260060626459e-01,2.013361578470138080e-01,-8.187089790926072030e-02,2.551424948491336497e-01
4.913093804996051528e-01,-4.673032711569268249e-01,-5.766679935624312581e-01,1.724586571717720562e-01,-1.726248708767670337e-01
3.326984169949887549e-01,-4.279193174499672514e-01,-5.497917682107892334e-01,1.553569695892199620e-01,-1.067156843686503098e-01
5.992591365258109759e-01,-4.230621016467781548e-01,-4.990101164439634807e-01,-6.620568151750225172e-02,-1.346260533207277454e-01
5.374229900639869717e-01,-3.549745189702669945e-01,-4.436949634924913788e-01,-8.536472799100427999e-02,-3.452520926456972283e-01
7.666795275748160554e-01,-1.925641504357117340e-01,-1.346710174020570583e-01,-3.080534927498485009e-01,2.017428939857179859e-01
5.895766304278909908e-01,-3.536577896897230566e-01,-5.436000765443371741e-01,-5.196324767937457456e-02,-1.634985143727432089e-01
4.202757028827340258e-01,-4.566601028400815721e-01,-6.113718747928041930e-01,2.294934281617403427e-01,-1.450486514362570034e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.558127731745246880e-01,2.957758935366273656e-01,-9.197018224778443773e-01,9.288907890981443205e-02,-1.048978362192365399e-01
5.597452126926396598e-01,-5.652083885659652251e-01,-5.225560099323582897e-01,-1.488035891862429794e-02,-1.645190926775081941e-01
5.337164045963399550e-01,-5.769770903788979943e-01,-6.170591933978755161e-01,-6.487678686471679002e-02,-1.401018051314180113e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.076304472570885906e-01,-5.124785325098266675e-01,-6.100593070362183568e-01,-1.841817073605939714e-01,-2.097853052125167039e-01
3.935496412297441737e-01,-4.743509065294961857e-01,-4.583711557808924919e-01,3.739152135522950948e-02,-2.326100670054971342e-01
6.232996169454605440e-01,-5.236934840612097464e-01,-2.211294648031941756e-01,-2.870236085893977940e-01,-2.886513447123646436e-01
4.707187777357306202e-01,-5.408874158946217481e-01,-5.703838196729298371e-01,3.459250325598413334e-03,-2.068614985078696122e-01
6.295165870963028709e-01,-3.005683099744122511e-01,-6.871472353745996520e-01,-7.990652800024680702e-02,-2.602271495386099254e-02
6.303786767392473012e-01,-4.794159938456781234e-01,-6.346558768687959873e-01,-4.166904530532297701e-03,-1.256774919367815713e-01
5.899052025574152980e-01,-3.435851853878691964e-01,-4.599375570078499953e-01,-2.217049739787544105e-01,3.704616209335467869e-02
5.340779655280762928e-01,-4.726379146054826563e-01,-2.088790888508318400e-01,-2.518112423515431741e-01,-2.557476084441776543e-01
6.662760898870772053e-01,-2.127534260060626459e-01,2.013361578470138080e-01,-8.187089790926072030e-02,2.551424948491336497e-01
6.352946981111058378e-01,-4.689621836056016568e-01,-4.059705402188521495e-01,-3.948156300771732963e-01,-2.164585101857546823e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.353385901020259796e-01,-4.379647628106504986e-01,-4.275727547519754812e-01,4.383675767558328079e-02,-2.531735369096868027e-01
2.451126502128547768e-02,-6.661745981998724586e-01,-6.953891034260987203e-01,5.752168532871058115e-01,-8.511834683032182269e-02
6.083576786640754186e-01,-4.665415723122926517e-01,-4.655909812228705702e-01,3.762031015471616058e-02,-1.885107197162998460e-01
4.240477093220855753e-01,-5.838752751333251556e-01,-5.910554226963586899e-01,-6.036923950954536933e-03,-4.008218166021455531e-01
5.850723254893008818e-01,-4.153560717352591247e-01,-5.941301290454725770e-01,-1.407057245139465597e-02,-1.369838514253949313e-01
4.655064989995889024e-01,-3.681099354531532364e-01,-7.947827239647986541e-01,2.031907858320290694e-01,2.960088969322821617e-02
5.901386870629257153e-01,-3.845112801028891525e-01,-3.554703080877567034e-01,4.106091968719190188e-02,-2.487854093157775281e-01
3.424324770862035017e-01,-5.083019065136042958e-01,-4.726997019114561605e-01,-2.745132290860085034e-01,-4.111248438140444605e-01
5.751062740701400333e-01,-3.595158728690911465e-01,-6.465396928727451531e-01,-9.291200076945906050e-02,-5.857025093760814816e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.077016192875381639e-01,-2.915106872677915573e-01,-5.512583687794393450e-01,8.765023115965225528e-03,1.868560204930085067e-02
5.381096102268110304e-01,-5.907905024792123871e-01,-5.558092821247040405e-01,-4.962895691286284966e-02,-1.073997622342188762e-01
3.082504545504515803e-01,-5.446147379488487372e-01,-5.981653819873122835e-01,1.673918627423195971e-01,-3.818825717458271818e-01
6.629778427329392487e-01,-4.022527842897027917e-01,-5.777210050908597738e-01,-6.379916774089609832e-02,-1.000327918992582887e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.237684190649468441e-01,-3.004120866459637496e-01,-7.175552968443226209e-01,1.412474218939125115e-01,1.276521733878210885e-01
2.354670616067189859e-01,-4.428189782748447323e-01,-4.010948691255286080e-01,-3.209709008010901976e-01,-4.081519033555298659e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.954416502526111987e-01,-4.930458355355494815e-01,-5.568281779202979287e-01,9.041885297724250314e-02,-2.150902481597976035e-01
3.189955406528368620e-01,-4.533757840525089455e-01,-6.605145991983372156e-01,2.459982817159697410e-01,-5.958128632216008747e-02
4.501701970683620324e-01,-3.523733483852665715e-01,-4.137533951887208961e-01,-6.213244150812891053e-02,-3.737831965653592992e-01
5.374208993412328272e-01,-4.020736266901563383e-01,-4.634043637206993749e-01,-1.275588792150190651e-02,-1.596353844278390888e-01
5.398821440258605442e-01,-4.107686426556386161e-01,-3.653249147893761206e-01,1.418096173308548980e-01,-1.821101208256792336e-01
3.164057056705573689e-01,-3.818381375847331727e-01,-5.703888377992047953e-01,2.762297044175148764e-01,-1.067510665969281236e-01
5.796299280996854986e-01,-5.493586693658900622e-01,-4.835292863965482413e-01,-1.577697876742618632e-01,-3.134925686651479637e-01
4.113994635837658342e-01,-5.250889031132384144e-01,-5.170723238487366924e-01,2.500778086636312389e-02,-2.664079438732636085e-01
7.149377243058505638e-01,-3.715163835885586519e-01,-4.144889654641141230e-01,4.050812893730053321e-02,-1.495452701813599905e-01
